,Gene Symbol,Gene ID (HGNC),Disease Label,Disease ID (MONDO),MOI_x,SOP,Classification,Online Report_x,Classification Date,GCEP,Gene/Region,HGNC/ISCA,GRCh37,GRCh38,Haploinsufficiency,Triplosensitivity,Online Report_y,Date,gene_symbol,gene_url,disease_label,mondo_id,disease_url,MOI_y
839,PCDH15,HGNC:14674,nonsyndromic genetic hearing loss,MONDO:0019497,AR,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_48910592-40d6-4eb7-a53c-4b0883070287-2018-06-19T040000.000Z,2018-06-19T04:00:00.000Z,Hearing Loss Gene Curation Expert Panel,PCDH15,HGNC:14674,chr10:55562531-57387702,chr10:53802771-55627942,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=PCDH15&subject=,2016-08-22T17:51:00Z,PCDH15,https://search.clinicalgenome.org/kb/genes/HGNC:14674,nonsyndromic genetic hearing loss,MONDO:0019497,https://search.clinicalgenome.org/kb/conditions/MONDO:0019497,Autosomal recessive inheritance
840,PCDH15,HGNC:14674,nonsyndromic genetic hearing loss,MONDO:0019497,AR,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_48910592-40d6-4eb7-a53c-4b0883070287-2018-06-19T040000.000Z,2018-06-19T04:00:00.000Z,Hearing Loss Gene Curation Expert Panel,PCDH15,HGNC:14674,chr10:55562531-57387702,chr10:53802771-55627942,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=PCDH15&subject=,2016-08-22T17:51:00Z,PCDH15,https://search.clinicalgenome.org/kb/genes/HGNC:14674,Usher syndrome type 1,MONDO:0010168,https://search.clinicalgenome.org/kb/conditions/MONDO:0010168,Autosomal recessive inheritance
841,PCDH15,HGNC:14674,nonsyndromic genetic hearing loss,MONDO:0019497,AR,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_48910592-40d6-4eb7-a53c-4b0883070287-2018-06-19T040000.000Z,2018-06-19T04:00:00.000Z,Hearing Loss Gene Curation Expert Panel,PCDH15,HGNC:14674,chr10:55562531-57387702,chr10:53802771-55627942,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=PCDH15&subject=,2016-08-22T17:51:00Z,PCDH15,https://search.clinicalgenome.org/kb/genes/HGNC:14674,Usher syndrome type 1F,MONDO:0011186,https://search.clinicalgenome.org/kb/conditions/MONDO:0011186,
842,BIN1,HGNC:1052,centronuclear myopathy,MONDO:0018947,AD,SOP10,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8bb963a9-ec8a-4966-93bb-4f8ef6f8f8a1-2024-06-10T160000.000Z,2024-06-10T16:00:00.000Z,Congenital Myopathies Gene Curation Expert Panel,BIN1,HGNC:1052,chr2:127805599-127864730,chr2:127048023-127107154,Gene Associated with Autosomal Recessive Phenotype,,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=BIN1&subject=,2016-08-22T17:46:29Z,BIN1,https://search.clinicalgenome.org/kb/genes/HGNC:1052,centronuclear myopathy,MONDO:0018947,https://search.clinicalgenome.org/kb/conditions/MONDO:0018947,Autosomal recessive inheritance | Autosomal dominant inheritance
843,BIN1,HGNC:1052,centronuclear myopathy,MONDO:0018947,AD,SOP10,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8bb963a9-ec8a-4966-93bb-4f8ef6f8f8a1-2024-06-10T160000.000Z,2024-06-10T16:00:00.000Z,Congenital Myopathies Gene Curation Expert Panel,BIN1,HGNC:1052,chr2:127805599-127864730,chr2:127048023-127107154,Gene Associated with Autosomal Recessive Phenotype,,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=BIN1&subject=,2016-08-22T17:46:29Z,BIN1,https://search.clinicalgenome.org/kb/genes/HGNC:1052,"myopathy, centronuclear, 2",MONDO:0009709,https://search.clinicalgenome.org/kb/conditions/MONDO:0009709,
844,CDKN1B,HGNC:1785,hereditary nonpolyposis colon cancer,MONDO:0018630,AR,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8434,2017-06-08T00:00:00,Colon Cancer Gene Curation Expert Panel,CDKN1B,HGNC:1785,chr12:12870302-12875303,chr12:12717368-12722369,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CDKN1B&subject=,2020-07-08T21:02:40Z,CDKN1B,https://search.clinicalgenome.org/kb/genes/HGNC:1785,multiple endocrine neoplasia type 4,MONDO:0012552,https://search.clinicalgenome.org/kb/conditions/MONDO:0012552,Autosomal dominant inheritance
845,CDKN1B,HGNC:1785,hereditary nonpolyposis colon cancer,MONDO:0018630,AR,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8434,2017-06-08T00:00:00,Colon Cancer Gene Curation Expert Panel,CDKN1B,HGNC:1785,chr12:12870302-12875303,chr12:12717368-12722369,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CDKN1B&subject=,2020-07-08T21:02:40Z,CDKN1B,https://search.clinicalgenome.org/kb/genes/HGNC:1785,hereditary nonpolyposis colon cancer,MONDO:0018630,https://search.clinicalgenome.org/kb/conditions/MONDO:0018630,Autosomal recessive inheritance
846,NEBL,HGNC:16932,dilated cardiomyopathy,MONDO:0005021,AD,SOP7,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_29bc6c4f-3f2d-45e2-b796-a79616857094-2020-09-25T160000.000Z,2020-09-25T16:00:00.000Z,Dilated Cardiomyopathy Gene Curation Expert Panel,NEBL,HGNC:16932,chr10:21068902-21581979,chr10:20779973-21293050,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NEBL&subject=,2011-12-21T15:14:43Z,NEBL,https://search.clinicalgenome.org/kb/genes/HGNC:16932,dilated cardiomyopathy,MONDO:0005021,https://search.clinicalgenome.org/kb/conditions/MONDO:0005021,Autosomal dominant inheritance
847,CHD1L,HGNC:1916,congenital anomaly of kidney and urinary tract,MONDO:0019719,AD,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_3220,2016-11-18T00:00:00,General Gene Curation Expert Panel,CHD1L,HGNC:1916,chr1:146644326-146767443,chr1:147172747-147295762,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CHD1L&subject=,2018-08-30T18:53:22Z,CHD1L,https://search.clinicalgenome.org/kb/genes/HGNC:1916,congenital anomaly of kidney and urinary tract,MONDO:0019719,https://search.clinicalgenome.org/kb/conditions/MONDO:0019719,Autosomal dominant inheritance
848,CASZ1,HGNC:26002,congenital heart disease,MONDO:0005453,AD,SOP10,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_754d56b3-0749-4292-b6c8-96ab61232076-2024-08-12T160000.000Z,2024-08-12T16:00:00.000Z,Congenital Heart Disease Gene Curation Expert Panel,CASZ1,HGNC:26002,chr1:10696661-10856703,chr1:10636604-10796646,Little Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CASZ1&subject=,2019-04-25T21:07:36Z,CASZ1,https://search.clinicalgenome.org/kb/genes/HGNC:26002,congenital heart disease,MONDO:0005453,https://search.clinicalgenome.org/kb/conditions/MONDO:0005453,Autosomal dominant inheritance
849,EYA4,HGNC:3522,dilated cardiomyopathy 1J,MONDO:0011541,AD,SOP7,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_5e0a0bad-1f7a-402e-af19-a80453653b86-2020-11-30T170000.000Z,2020-11-30T17:00:00.000Z,Dilated Cardiomyopathy Gene Curation Expert Panel,EYA4,HGNC:3522,chr6:133562495-133853266,chr6:133240593-133532128,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=EYA4&subject=,2020-01-22T18:33:25Z,EYA4,https://search.clinicalgenome.org/kb/genes/HGNC:3522,nonsyndromic genetic hearing loss,MONDO:0019497,https://search.clinicalgenome.org/kb/conditions/MONDO:0019497,Autosomal dominant inheritance
850,EYA4,HGNC:3522,dilated cardiomyopathy 1J,MONDO:0011541,AD,SOP7,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_5e0a0bad-1f7a-402e-af19-a80453653b86-2020-11-30T170000.000Z,2020-11-30T17:00:00.000Z,Dilated Cardiomyopathy Gene Curation Expert Panel,EYA4,HGNC:3522,chr6:133562495-133853266,chr6:133240593-133532128,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=EYA4&subject=,2020-01-22T18:33:25Z,EYA4,https://search.clinicalgenome.org/kb/genes/HGNC:3522,dilated cardiomyopathy 1J,MONDO:0011541,https://search.clinicalgenome.org/kb/conditions/MONDO:0011541,Autosomal dominant inheritance
851,EYA4,HGNC:3522,dilated cardiomyopathy 1J,MONDO:0011541,AD,SOP7,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_5e0a0bad-1f7a-402e-af19-a80453653b86-2020-11-30T170000.000Z,2020-11-30T17:00:00.000Z,Dilated Cardiomyopathy Gene Curation Expert Panel,EYA4,HGNC:3522,chr6:133562495-133853266,chr6:133240593-133532128,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=EYA4&subject=,2020-01-22T18:33:25Z,EYA4,https://search.clinicalgenome.org/kb/genes/HGNC:3522,autosomal dominant nonsyndromic hearing loss 10,MONDO:0011031,https://search.clinicalgenome.org/kb/conditions/MONDO:0011031,
852,RPS20,HGNC:10405,Lynch syndrome,MONDO:0005835,AD,SOP10,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_258ec9c5-12bb-4d8b-9bc2-d5747b52660c-2024-03-22T170000.000Z,2024-03-22T17:00:00.000Z,Hereditary Cancer Gene Curation Expert Panel,RPS20,HGNC:10405,chr8:56979813-56987065,chr8:56067254-56074506,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=RPS20&subject=,2024-12-12T14:16:46Z,RPS20,https://search.clinicalgenome.org/kb/genes/HGNC:10405,Lynch syndrome,MONDO:0005835,https://search.clinicalgenome.org/kb/conditions/MONDO:0005835,Autosomal dominant inheritance
853,COL9A1,HGNC:2217,Stickler syndrome,MONDO:0019354,AR,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_9807,2018-03-26T00:00:00,Heritable Thoracic Aortic Aneurysm and Dissection Gene Curation Expert Panel,COL9A1,HGNC:2217,chr6:70924764-71012787,chr6:70215061-70303084,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=COL9A1&subject=,2013-11-06T18:30:03Z,COL9A1,https://search.clinicalgenome.org/kb/genes/HGNC:2217,Stickler syndrome,MONDO:0019354,https://search.clinicalgenome.org/kb/conditions/MONDO:0019354,Autosomal recessive inheritance
854,COL9A1,HGNC:2217,Stickler syndrome,MONDO:0019354,AR,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_9807,2018-03-26T00:00:00,Heritable Thoracic Aortic Aneurysm and Dissection Gene Curation Expert Panel,COL9A1,HGNC:2217,chr6:70924764-71012787,chr6:70215061-70303084,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=COL9A1&subject=,2013-11-06T18:30:03Z,COL9A1,https://search.clinicalgenome.org/kb/genes/HGNC:2217,"epiphyseal dysplasia, multiple, 6",MONDO:0013591,https://search.clinicalgenome.org/kb/conditions/MONDO:0013591,
855,CD8A,HGNC:1706,susceptibility to respiratory infections associated with CD8alpha chain mutation,MONDO:0012161,AR,SOP9,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_f770ad34-1c95-4454-92c7-26bff4404cc2-2022-08-18T160000.000Z,2022-08-18T16:00:00.000Z,SCID-CID Gene Curation Expert Panel,CD8A,HGNC:1706,chr2:87011728-87035519,chr2:86784605-86808396,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CD8A&subject=,2016-08-22T17:46:52Z,CD8A,https://search.clinicalgenome.org/kb/genes/HGNC:1706,susceptibility to respiratory infections associated with CD8alpha chain mutation,MONDO:0012161,https://search.clinicalgenome.org/kb/conditions/MONDO:0012161,Autosomal recessive inheritance
856,TJP2,HGNC:11828,nonsyndromic genetic hearing loss,MONDO:0019497,AD,SOP8,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_bb5c5be5-918d-4ba5-b4ad-e243119a7e6a-2022-01-19T170000.000Z,2022-01-19T17:00:00.000Z,Hearing Loss Gene Curation Expert Panel,TJP2,HGNC:11828,chr9:71736180-71870124,chr9:69121264-69255208,Gene Associated with Autosomal Recessive Phenotype,,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=TJP2&subject=,2016-08-22T17:52:50Z,TJP2,https://search.clinicalgenome.org/kb/genes/HGNC:11828,nonsyndromic genetic hearing loss,MONDO:0019497,https://search.clinicalgenome.org/kb/conditions/MONDO:0019497,Autosomal dominant inheritance
857,TJP2,HGNC:11828,nonsyndromic genetic hearing loss,MONDO:0019497,AD,SOP8,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_bb5c5be5-918d-4ba5-b4ad-e243119a7e6a-2022-01-19T170000.000Z,2022-01-19T17:00:00.000Z,Hearing Loss Gene Curation Expert Panel,TJP2,HGNC:11828,chr9:71736180-71870124,chr9:69121264-69255208,Gene Associated with Autosomal Recessive Phenotype,,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=TJP2&subject=,2016-08-22T17:52:50Z,TJP2,https://search.clinicalgenome.org/kb/genes/HGNC:11828,"cholestasis, progressive familial intrahepatic, 4",MONDO:0014381,https://search.clinicalgenome.org/kb/conditions/MONDO:0014381,
858,FAN1,HGNC:29170,hereditary nonpolyposis colon cancer,MONDO:0018630,AD,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_9863,2017-10-23T00:00:00,Colon Cancer Gene Curation Expert Panel,FAN1,HGNC:29170,chr15:31196055-31235311,chr15:30903852-30943108,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=FAN1&subject=,2016-08-22T17:48:28Z,FAN1,https://search.clinicalgenome.org/kb/genes/HGNC:29170,hereditary nonpolyposis colon cancer,MONDO:0018630,https://search.clinicalgenome.org/kb/conditions/MONDO:0018630,Autosomal dominant inheritance
859,FAN1,HGNC:29170,hereditary nonpolyposis colon cancer,MONDO:0018630,AD,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_9863,2017-10-23T00:00:00,Colon Cancer Gene Curation Expert Panel,FAN1,HGNC:29170,chr15:31196055-31235311,chr15:30903852-30943108,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=FAN1&subject=,2016-08-22T17:48:28Z,FAN1,https://search.clinicalgenome.org/kb/genes/HGNC:29170,karyomegalic interstitial nephritis,MONDO:0013898,https://search.clinicalgenome.org/kb/conditions/MONDO:0013898,
860,ESPN,HGNC:13281,nonsyndromic genetic hearing loss,MONDO:0019497,AD,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9bdbd958-1ad2-447a-9ccd-ed86f308577a-2018-02-27T170000.000Z,2018-02-27T17:00:00.000Z,Hearing Loss Gene Curation Expert Panel,ESPN,HGNC:13281,chr1:6484836-6521004,chr1:6424776-6461370,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=ESPN&subject=,2018-02-07T16:00:16Z,ESPN,https://search.clinicalgenome.org/kb/genes/HGNC:13281,nonsyndromic genetic hearing loss,MONDO:0019497,https://search.clinicalgenome.org/kb/conditions/MONDO:0019497,Autosomal recessive inheritance | Autosomal dominant inheritance
861,ESPN,HGNC:13281,nonsyndromic genetic hearing loss,MONDO:0019497,AD,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9bdbd958-1ad2-447a-9ccd-ed86f308577a-2018-02-27T170000.000Z,2018-02-27T17:00:00.000Z,Hearing Loss Gene Curation Expert Panel,ESPN,HGNC:13281,chr1:6484836-6521004,chr1:6424776-6461370,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=ESPN&subject=,2018-02-07T16:00:16Z,ESPN,https://search.clinicalgenome.org/kb/genes/HGNC:13281,prelingual non-syndromic genetic hearing loss,MONDO:0016297,https://search.clinicalgenome.org/kb/conditions/MONDO:0016297,
862,ESPN,HGNC:13281,nonsyndromic genetic hearing loss,MONDO:0019497,AD,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9bdbd958-1ad2-447a-9ccd-ed86f308577a-2018-02-27T170000.000Z,2018-02-27T17:00:00.000Z,Hearing Loss Gene Curation Expert Panel,ESPN,HGNC:13281,chr1:6484836-6521004,chr1:6424776-6461370,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=ESPN&subject=,2018-02-07T16:00:16Z,ESPN,https://search.clinicalgenome.org/kb/genes/HGNC:13281,autosomal recessive nonsyndromic hearing loss 36,MONDO:0012170,https://search.clinicalgenome.org/kb/conditions/MONDO:0012170,
863,ESPN,HGNC:13281,nonsyndromic genetic hearing loss,MONDO:0019497,AD,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9bdbd958-1ad2-447a-9ccd-ed86f308577a-2018-02-27T170000.000Z,2018-02-27T17:00:00.000Z,Hearing Loss Gene Curation Expert Panel,ESPN,HGNC:13281,chr1:6484836-6521004,chr1:6424776-6461370,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=ESPN&subject=,2018-02-07T16:00:16Z,ESPN,https://search.clinicalgenome.org/kb/genes/HGNC:13281,"hearing loss, autosomal recessive",MONDO:0019588,https://search.clinicalgenome.org/kb/conditions/MONDO:0019588,
864,FBN2,HGNC:3604,familial thoracic aortic aneurysm and aortic dissection,MONDO:0019625,AD,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8268,2016-12-22T00:00:00,Heritable Thoracic Aortic Aneurysm and Dissection Gene Curation Expert Panel,FBN2,HGNC:3604,chr5:127593601-127873938,chr5:128257909-128538245,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=FBN2&subject=,2024-02-28T17:29:27Z,FBN2,https://search.clinicalgenome.org/kb/genes/HGNC:3604,familial thoracic aortic aneurysm and aortic dissection,MONDO:0019625,https://search.clinicalgenome.org/kb/conditions/MONDO:0019625,Autosomal dominant inheritance
865,ERMARD,HGNC:21056,periventricular nodular heterotopia,MONDO:0020341,AD,SOP10,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9acacc58-f84e-4a2a-906c-8a35f58256c1-2024-07-02T160000.000Z,2024-07-02T16:00:00.000Z,Brain Malformations Gene Curation Expert Panel,ERMARD,HGNC:21056,chr6:170151718-170181696,chr6:169751306-169781600,Little Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=ERMARD&subject=,2013-11-13T16:19:09Z,ERMARD,https://search.clinicalgenome.org/kb/genes/HGNC:21056,periventricular nodular heterotopia,MONDO:0020341,https://search.clinicalgenome.org/kb/conditions/MONDO:0020341,Autosomal dominant inheritance
866,FLNA,HGNC:3754,familial thoracic aortic aneurysm and aortic dissection,MONDO:0019625,XL,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8274,2016-12-22T00:00:00,Heritable Thoracic Aortic Aneurysm and Dissection Gene Curation Expert Panel,FLNA,HGNC:3754,chrX:153576899-153603002,chrX:154348531-154374634,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=FLNA&subject=,2020-12-02T18:49:17Z,FLNA,https://search.clinicalgenome.org/kb/genes/HGNC:3754,periventricular nodular heterotopia,MONDO:0020341,https://search.clinicalgenome.org/kb/conditions/MONDO:0020341,X-linked inheritance
867,FLNA,HGNC:3754,familial thoracic aortic aneurysm and aortic dissection,MONDO:0019625,XL,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8274,2016-12-22T00:00:00,Heritable Thoracic Aortic Aneurysm and Dissection Gene Curation Expert Panel,FLNA,HGNC:3754,chrX:153576899-153603002,chrX:154348531-154374634,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=FLNA&subject=,2020-12-02T18:49:17Z,FLNA,https://search.clinicalgenome.org/kb/genes/HGNC:3754,familial thoracic aortic aneurysm and aortic dissection,MONDO:0019625,https://search.clinicalgenome.org/kb/conditions/MONDO:0019625,X-linked inheritance
868,FLNA,HGNC:3754,familial thoracic aortic aneurysm and aortic dissection,MONDO:0019625,XL,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8274,2016-12-22T00:00:00,Heritable Thoracic Aortic Aneurysm and Dissection Gene Curation Expert Panel,FLNA,HGNC:3754,chrX:153576899-153603002,chrX:154348531-154374634,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=FLNA&subject=,2020-12-02T18:49:17Z,FLNA,https://search.clinicalgenome.org/kb/genes/HGNC:3754,"heterotopia, periventricular, X-linked dominant",MONDO:0010233,https://search.clinicalgenome.org/kb/conditions/MONDO:0010233,
869,GALNT12,HGNC:19877,"colorectal cancer, susceptibility to, 1",MONDO:0012132,AD,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8435,2017-06-08T00:00:00,Colon Cancer Gene Curation Expert Panel,GALNT12,HGNC:19877,chr9:101569952-101612363,chr9:98807670-98850081,Little Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=GALNT12&subject=,2019-09-09T21:10:04Z,GALNT12,https://search.clinicalgenome.org/kb/genes/HGNC:19877,"colorectal cancer, susceptibility to, 1",MONDO:0012132,https://search.clinicalgenome.org/kb/conditions/MONDO:0012132,Autosomal dominant inheritance
870,CASP10,HGNC:1500,autoimmune lymphoproliferative syndrome type 2A,MONDO:0011383,AD,SOP10,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_dd4bc3b7-ee3f-4fe0-b24a-be27e0840506-2024-03-19T160000.000Z,2024-03-19T16:00:00.000Z,Primary Immune Regulatory Disorders Gene Curation Expert Panel,CASP10,HGNC:1500,chr2:202047864-202094129,chr2:201183141-201229406,Little Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CASP10&subject=,2020-04-10T21:24:57Z,CASP10,https://search.clinicalgenome.org/kb/genes/HGNC:1500,autoimmune lymphoproliferative syndrome type 2A,MONDO:0011383,https://search.clinicalgenome.org/kb/conditions/MONDO:0011383,Autosomal dominant inheritance
871,NDUFV2,HGNC:7717,Leigh syndrome,MONDO:0009723,AR,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1266aed1-8c25-4b28-bf8a-a0e16d9b3da9-2019-11-25T145748.766Z,2019-11-25T14:57:48.766Z,Mitochondrial Diseases Gene Curation Expert Panel,NDUFV2,HGNC:7717,chr18:9102697-9134339,chr18:9102699-9134341,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NDUFV2&subject=,2016-08-22T17:50:45Z,NDUFV2,https://search.clinicalgenome.org/kb/genes/HGNC:7717,mitochondrial disease,MONDO:0044970,https://search.clinicalgenome.org/kb/conditions/MONDO:0044970,Autosomal recessive inheritance
872,NDUFV2,HGNC:7717,Leigh syndrome,MONDO:0009723,AR,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1266aed1-8c25-4b28-bf8a-a0e16d9b3da9-2019-11-25T145748.766Z,2019-11-25T14:57:48.766Z,Mitochondrial Diseases Gene Curation Expert Panel,NDUFV2,HGNC:7717,chr18:9102697-9134339,chr18:9102699-9134341,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NDUFV2&subject=,2016-08-22T17:50:45Z,NDUFV2,https://search.clinicalgenome.org/kb/genes/HGNC:7717,Leigh syndrome,MONDO:0009723,https://search.clinicalgenome.org/kb/conditions/MONDO:0009723,Autosomal recessive inheritance
873,NDUFV2,HGNC:7717,Leigh syndrome,MONDO:0009723,AR,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1266aed1-8c25-4b28-bf8a-a0e16d9b3da9-2019-11-25T145748.766Z,2019-11-25T14:57:48.766Z,Mitochondrial Diseases Gene Curation Expert Panel,NDUFV2,HGNC:7717,chr18:9102697-9134339,chr18:9102699-9134341,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NDUFV2&subject=,2016-08-22T17:50:45Z,NDUFV2,https://search.clinicalgenome.org/kb/genes/HGNC:7717,"mitochondrial complex I deficiency, nuclear type 1",MONDO:0100224,https://search.clinicalgenome.org/kb/conditions/MONDO:0100224,
874,F9,HGNC:3551,"thrombophilia, X-linked, due to factor 9 defect",MONDO:0010432,XL,SOP9,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9b3a7f2c-a07a-4a10-b1f7-78642ebdaa5d-2023-11-06T170000.000Z,2023-11-06T17:00:00.000Z,Hemostasis/Thrombosis Gene Curation Expert Panel,F9,HGNC:3551,chrX:138612898-138645618,chrX:139530739-139563459,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=F9&subject=,2021-01-12T14:20:15Z,F9,https://search.clinicalgenome.org/kb/genes/HGNC:3551,hemophilia B,MONDO:0010604,https://search.clinicalgenome.org/kb/conditions/MONDO:0010604,X-linked inheritance
